 Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48 USA49  AUST
 1997  7 -0.26 -0.13 -0.31 -0.07 -0.04 -0.09 -0.45 -0.33 -0.48 -0.08 -0.04 -0.10 -0.11 -0.05 -0.16 -0.60 -0.52 -0.62  0.20  0.36  0.01 -0.20  0.30 -0.44 -0.12 -0.05 -0.48
 1997  8 -0.19 -0.23 -0.17 -0.40 -0.35 -0.44  0.03  0.05  0.03 -0.46 -0.33 -0.50 -0.42 -0.36 -0.48  0.33  0.33  0.33 -0.06 -0.10 -0.01  1.93  2.06  1.87 -0.40 -0.47 -1.32
 1997  9 -0.28 -0.32 -0.27 -0.31 -0.20 -0.37 -0.26 -0.58 -0.19 -0.57 -0.56 -0.57 -0.24 -0.15 -0.33 -0.02 -0.48  0.06 -0.21 -0.20 -0.22  0.77  0.01  1.13 -1.19 -1.05 -0.76
 1997 10 -0.38 -0.25 -0.43  0.09  0.21  0.01 -0.85 -1.29 -0.75 -0.14 -0.19 -0.13  0.17  0.29  0.06 -1.18 -2.03 -1.02 -0.67 -0.48 -0.89 -3.47 -4.30 -3.09  0.41  0.32 -0.27
 1997 11 -0.40 -0.29 -0.44 -0.13 -0.16 -0.11 -0.67 -0.59 -0.68 -0.69 -0.73 -0.68  0.11 -0.02  0.23 -0.60 -0.45 -0.63 -0.84 -0.61 -1.10 -1.01  0.20 -1.59  0.49  0.35 -0.01
 1997 12 -0.49  0.08 -0.72 -0.05  0.56 -0.44 -0.94 -0.99 -0.92 -1.40 -1.28 -1.44  0.65  1.04  0.29 -0.67 -0.76 -0.65  3.16  3.69  2.55 -0.56 -0.37 -0.65  0.84  1.78 -1.24
 1998  1 -0.54  0.04 -0.77 -0.18  0.50 -0.61 -0.91 -1.01 -0.89 -1.51 -1.46 -1.52  0.51  1.01  0.06 -0.58 -0.65 -0.56  3.70  3.54  3.87 -0.44 -0.36 -0.48 -0.33 -0.03 -1.08
 1998  2 -0.31 -0.07 -0.40 -0.12  0.16 -0.31 -0.49 -0.59 -0.47 -0.95 -0.95 -0.95  0.26  0.42  0.11 -0.19 -0.20 -0.19  0.38  0.90 -0.22 -0.22 -0.11 -0.28  1.42  1.34  0.13
 1998  3 -0.22 -0.06 -0.28 -0.19 -0.01 -0.31 -0.25 -0.20 -0.26 -0.75 -0.64 -0.78  0.08  0.15  0.02  0.03  0.16  0.00 -1.19 -0.69 -1.75 -0.04 -0.06 -0.03  0.51  0.63  0.33
 1998  4 -0.17  0.11 -0.28 -0.04  0.24 -0.23 -0.29 -0.18 -0.31 -0.75 -0.75 -0.74  0.32  0.51  0.15 -0.04  0.22 -0.09  1.65  1.11  2.27 -0.21  0.10 -0.35  1.13  1.02  0.35
 1998  5 -0.15 -0.11 -0.17 -0.10 -0.03 -0.14 -0.21 -0.28 -0.19 -0.72 -0.77 -0.71  0.21  0.18  0.25  0.08  0.06  0.08  0.32  0.24  0.40 -0.58  0.15 -0.93  0.51  0.49 -0.22
 1998  6 -0.21 -0.21 -0.21 -0.47 -0.36 -0.55  0.05  0.11  0.03 -0.83 -0.93 -0.80 -0.25 -0.20 -0.29  0.47  0.87  0.40 -0.13 -0.27  0.03  0.77  2.13  0.13  0.25  0.18  0.59
 1998  7 -0.16 -0.31 -0.11 -0.35 -0.36 -0.35  0.03 -0.19  0.07 -0.45 -0.55 -0.42 -0.26 -0.29 -0.23  0.23  0.04  0.27 -0.07 -0.13  0.00 -0.07 -0.16 -0.03 -0.59 -0.45  0.50
 1998  8 -0.22 -0.06 -0.28  0.09  0.04  0.13 -0.53 -0.29 -0.58  0.11  0.03  0.13  0.13  0.05  0.19 -0.90 -0.57 -0.96  0.18  0.09  0.28 -1.71 -1.40 -1.85 -0.07  0.14  0.08
 1998  9 -0.23 -0.00 -0.31  0.14  0.11  0.17 -0.60 -0.26 -0.67  0.44  0.39  0.45  0.04  0.06  0.02 -1.19 -0.83 -1.25  0.48  0.65  0.29 -3.04 -2.59 -3.26 -0.89 -0.56  0.40
 1998 10 -0.28 -0.47 -0.20 -0.01 -0.31  0.18 -0.55 -0.85 -0.49  0.53  0.43  0.56 -0.23 -0.47 -0.01 -1.19 -1.92 -1.06  0.21  0.20  0.21 -4.44 -4.95 -4.19 -0.43 -0.32  0.09
 1998 11 -0.25 -0.52 -0.15 -0.04 -0.19  0.06 -0.46 -1.28 -0.29  0.54  0.41  0.58 -0.31 -0.32 -0.31 -1.03 -2.63 -0.74 -0.41  0.18 -1.09 -4.41 -6.84 -3.26 -1.46 -1.43 -0.08
 1998 12 -0.36 -0.48 -0.31  0.09 -0.21  0.27 -0.80 -1.08 -0.74  0.03 -0.03  0.05  0.15 -0.23  0.50 -1.27 -1.94 -1.16  5.41  4.19  6.81 -3.07 -4.27 -2.50 -1.81 -1.01 -0.62
 1999  1 -0.45 -0.68 -0.36 -0.59 -0.89 -0.39 -0.32 -0.22 -0.34  0.25  0.13  0.28 -0.98 -1.13 -0.84 -0.66 -0.57 -0.68  2.09  1.24  3.06 -0.53 -0.91 -0.35 -2.36 -2.42 -1.06
 1999  2 -0.41 -0.69 -0.30 -0.54 -0.93 -0.29 -0.29 -0.15 -0.31  0.28  0.11  0.33 -0.97 -1.19 -0.77 -0.58 -0.39 -0.62 -1.55 -1.74 -1.34 -0.49 -0.50 -0.49  0.24  0.60 -0.28
 1999  3 -0.60 -0.53 -0.62 -0.48 -0.42 -0.51 -0.72 -0.79 -0.70 -0.48 -0.69 -0.42 -0.48 -0.32 -0.62 -0.83 -0.97 -0.81  4.06  3.61  4.57 -0.39 -0.34 -0.41 -1.81 -1.38 -1.20
 1999  4 -0.52 -0.70 -0.44 -0.77 -0.97 -0.65 -0.26 -0.08 -0.29  0.10 -0.02  0.13 -1.25 -1.21 -1.28 -0.43 -0.16 -0.48 -0.82 -0.59 -1.07  0.44  0.50  0.41 -1.30 -1.35 -0.45
 1999  5 -0.26 -0.48 -0.17 -0.40 -0.70 -0.21 -0.11  0.03 -0.14  0.51  0.46  0.53 -0.94 -1.02 -0.87 -0.38 -0.27 -0.40 -1.30 -1.14 -1.48  1.09  0.35  1.43 -0.80 -0.83 -0.81
 1999  6 -0.08 -0.19 -0.04 -0.08 -0.26  0.03 -0.09 -0.04 -0.10  0.71  0.67  0.73 -0.56 -0.52 -0.59 -0.46 -0.52 -0.45 -0.84 -0.72 -0.98 -0.75 -1.00 -0.64 -0.27 -0.42 -0.09
 1999  7 -0.06 -0.07 -0.05  0.17  0.03  0.26 -0.29 -0.29 -0.29  0.78  0.68  0.81 -0.20 -0.17 -0.24 -0.80 -0.95 -0.77 -0.21 -0.12 -0.32 -1.34 -1.36 -1.33 -0.53 -0.54 -0.78
 1999  8 -0.08 -0.04 -0.10  0.17  0.08  0.23 -0.33 -0.31 -0.34  0.63  0.55  0.66 -0.12 -0.07 -0.17 -0.79 -0.88 -0.78  0.05  0.28 -0.22 -1.41 -1.36 -1.43 -0.42 -0.38 -0.53
 1999  9 -0.16 -0.18 -0.15  0.04 -0.13  0.15 -0.36 -0.28 -0.37  0.58  0.48  0.61 -0.27 -0.29 -0.26 -0.82 -0.86 -0.81 -0.25 -0.20 -0.31 -2.18 -2.00 -2.27  0.06  0.19 -0.45
 1999 10 -0.23 -0.38 -0.17  0.05 -0.20  0.21 -0.50 -0.78 -0.45  0.61  0.51  0.65 -0.25 -0.37 -0.14 -1.09 -1.79 -0.97  0.10 -0.03  0.25 -4.17 -4.20 -4.15 -0.85 -0.75  0.17
 1999 11 -0.23 -0.54 -0.11 -0.06 -0.22  0.05 -0.41 -1.26 -0.23  0.62  0.52  0.65 -0.41 -0.42 -0.41 -0.95 -2.60 -0.66 -0.93 -0.81 -1.08 -5.04 -7.48 -3.89 -1.41 -1.14  0.88
 1999 12 -0.26 -0.57 -0.13 -0.23 -0.52 -0.05 -0.28 -0.68 -0.20  0.56  0.37  0.61 -0.66 -0.76 -0.57 -0.71 -1.44 -0.58 -2.06 -1.86 -2.28 -2.11 -3.53 -1.44  0.61  0.73  0.07
 2000  1 -0.16 -0.31 -0.10 -0.25 -0.48 -0.10 -0.08  0.07 -0.11  0.69  0.52  0.73 -0.78 -0.75 -0.82 -0.43 -0.26 -0.47 -5.26 -4.26 -6.41 -0.30 -0.41 -0.25 -0.60 -1.43  0.21
 2000  2 -0.08 -0.16 -0.05 -0.07 -0.29  0.06 -0.10  0.12 -0.14  0.92  0.84  0.94 -0.66 -0.61 -0.70 -0.57 -0.35 -0.61 -5.01 -3.96 -6.22 -0.20  0.08 -0.34  0.18 -0.01 -1.26
 2000  3 -0.13 -0.02 -0.17  0.11  0.02  0.16 -0.36 -0.13 -0.41  0.63  0.53  0.67 -0.20 -0.11 -0.28 -0.85 -0.61 -0.89 -1.30 -0.77 -1.91 -0.50 -0.45 -0.53 -0.78 -0.93 -1.20
 2000  4 -0.22 -0.42 -0.14 -0.10 -0.45  0.12 -0.34 -0.35 -0.33  0.35  0.23  0.38 -0.36 -0.63 -0.12 -0.68 -0.80 -0.66  0.07 -0.19  0.37 -0.42 -0.78 -0.26 -0.85 -0.66 -1.01
 2000  5 -0.22 -0.33 -0.18 -0.13 -0.40  0.05 -0.31 -0.16 -0.34  0.52  0.38  0.56 -0.44 -0.61 -0.30 -0.77 -0.56 -0.81 -0.10 -0.30  0.13 -1.15 -1.46 -1.00 -1.09 -0.82 -0.33
 2000  6 -0.24 -0.34 -0.20 -0.24 -0.47 -0.09 -0.23 -0.03 -0.28  0.47  0.38  0.49 -0.61 -0.70 -0.53 -0.60 -0.34 -0.65 -0.35 -0.50 -0.18 -1.45 -1.66 -1.36 -0.96 -0.90  0.83
 2000  7 -0.34 -0.24 -0.39 -0.27 -0.37 -0.20 -0.42  0.06 -0.52  0.06  0.06  0.06 -0.41 -0.46 -0.36 -0.70 -0.00 -0.83 -0.66 -0.63 -0.69 -1.30 -0.40 -1.72 -0.22 -0.23  0.41
 2000  8 -0.42 -0.42 -0.43 -0.47 -0.52 -0.43 -0.38 -0.18 -0.42 -0.32 -0.31 -0.32 -0.51 -0.56 -0.47 -0.45 -0.13 -0.50 -0.54 -0.41 -0.70 -1.30 -1.03 -1.43 -0.53 -0.52  0.55
 2000  9 -0.51 -0.58 -0.48 -0.71 -0.65 -0.75 -0.30 -0.44 -0.27 -0.79 -0.83 -0.78 -0.66 -0.60 -0.72 -0.05 -0.16 -0.03 -0.67 -0.62 -0.72 -0.58 -0.01 -0.85 -1.07 -1.06 -0.41
 2000 10 -0.61 -0.55 -0.62 -1.03 -0.93 -1.09 -0.18  0.30 -0.28 -1.55 -1.51 -1.56 -0.76 -0.79 -0.73  0.54  1.70  0.34 -0.77 -0.78 -0.77  4.32  6.16  3.45 -0.48 -0.40 -1.04
 2000 11 -0.72 -0.37 -0.86 -0.99 -0.53 -1.28 -0.45  0.01 -0.55 -2.02 -1.93 -2.05 -0.45 -0.18 -0.69  0.39  1.51  0.19  1.83  1.47  2.25  4.75  5.13  4.57 -0.28  0.24 -1.60
 2000 12 -0.58 -0.32 -0.69 -0.44 -0.09 -0.67 -0.73 -0.85 -0.70 -1.62 -1.65 -1.62  0.19  0.30  0.09 -0.26 -0.16 -0.28  4.01  3.55  4.53  1.39  1.78  1.21 -0.79 -1.00 -2.12
 2001  1 -0.40 -0.72 -0.28 -0.62 -0.93 -0.42 -0.19 -0.26 -0.17 -0.32 -0.37 -0.30 -0.78 -1.06 -0.53 -0.12 -0.25 -0.09 -0.73 -0.62 -0.85 -0.16 -0.21 -0.14 -0.53 -0.30 -0.65
 2001  2 -0.46 -0.31 -0.52 -0.05  0.09 -0.13 -0.88 -1.22 -0.81 -1.07 -1.15 -1.04  0.46  0.40  0.52 -0.75 -1.21 -0.67  6.27  4.99  7.73 -0.49 -0.79 -0.35  0.08  0.43 -2.03
 2001  3 -0.36 -0.50 -0.31 -0.30 -0.46 -0.20 -0.42 -0.58 -0.39 -0.64 -0.65 -0.64 -0.16 -0.42  0.07 -0.27 -0.49 -0.23  0.92  0.24  1.71 -0.27 -0.35 -0.22 -0.46 -1.00 -0.79
 2001  4 -0.22 -0.23 -0.21 -0.25 -0.28 -0.23 -0.19 -0.11 -0.21 -0.13 -0.08 -0.15 -0.32 -0.33 -0.31 -0.20 -0.15 -0.21 -2.09 -1.88 -2.32 -0.29 -0.34 -0.26  0.07 -0.28  0.15
 2001  5 -0.06 -0.07 -0.06 -0.09 -0.15 -0.06 -0.03  0.12 -0.06 -0.11 -0.19 -0.09 -0.08 -0.14 -0.03  0.01  0.37 -0.05 -0.76 -0.48 -1.09 -0.02  0.68 -0.36  0.23  0.41  0.40
 2001  6 -0.08 -0.16 -0.05 -0.22 -0.28 -0.19  0.06  0.11  0.05 -0.26 -0.29 -0.25 -0.21 -0.28 -0.15  0.24  0.41  0.21 -0.52 -0.49 -0.56  1.39  1.90  1.15  0.07 -0.09 -0.43
 2001  7 -0.10 -0.00 -0.14 -0.00  0.01 -0.01 -0.20 -0.04 -0.23 -0.11 -0.12 -0.10  0.09  0.06  0.11 -0.28 -0.03 -0.33 -0.07 -0.16  0.03 -0.27 -0.27 -0.27  0.04  0.05  0.01
 2001  8 -0.13  0.21 -0.26  0.24  0.27  0.21 -0.49  0.07 -0.60  0.23  0.26  0.22  0.29  0.29  0.29 -0.92 -0.11 -1.06  0.09 -0.06  0.27 -0.84 -0.20 -1.14  0.24  0.17  0.29
 2001  9 -0.11  0.01 -0.16  0.02  0.11 -0.05 -0.23 -0.21 -0.24  0.12  0.07  0.13  0.01  0.14 -0.11 -0.46 -0.47 -0.46  0.27  0.41  0.11 -1.93 -2.43 -1.69 -0.11  0.12  1.12
 2001 10 -0.18 -0.10 -0.21 -0.02 -0.01 -0.03 -0.34 -0.31 -0.34  0.16  0.21  0.15 -0.05 -0.03 -0.07 -0.66 -0.81 -0.64 -0.19 -0.11 -0.27 -2.66 -3.28 -2.37  0.27  0.22  1.27
 2001 11 -0.12 -0.62  0.08 -0.07 -0.35  0.10 -0.16 -1.22  0.06  0.59  0.54  0.61 -0.39 -0.58 -0.22 -0.59 -2.57 -0.24 -0.63 -0.69 -0.57 -3.93 -7.48 -2.25 -0.26 -0.31  0.66
 2001 12  0.00  0.36 -0.13  0.35  0.77  0.07 -0.34 -0.58 -0.29  0.07  0.04  0.08  0.53  0.94  0.16 -0.59 -0.98 -0.52  2.66  2.82  2.48 -2.28 -2.97 -1.96  0.13  0.92  0.39
 2002  1 -0.14  0.11 -0.24  0.03  0.22 -0.10 -0.31 -0.15 -0.35 -0.32 -0.36 -0.31  0.25  0.39  0.13 -0.36 -0.04 -0.41  5.80  5.13  6.57 -0.38 -0.27 -0.43 -1.59 -1.01  0.24
 2002  2 -0.14 -0.72  0.08 -0.46 -1.17 -0.01  0.17  0.28  0.15  0.40  0.24  0.45 -0.90 -1.52 -0.34  0.04  0.28 -0.00  1.72  0.23  3.44  0.04  0.32 -0.10 -1.12 -0.90 -0.09
 2002  3 -0.08 -0.35  0.02 -0.27 -0.54 -0.10  0.11  0.07  0.11  0.28  0.32  0.27 -0.57 -0.75 -0.40  0.02 -0.15  0.06 -0.53 -0.96 -0.04 -0.46 -0.34 -0.52 -1.06 -1.46  0.37
 2002  4 -0.05 -0.08 -0.04 -0.07 -0.10 -0.05 -0.03 -0.04 -0.02  0.31  0.22  0.33 -0.29 -0.19 -0.38 -0.18 -0.24 -0.17 -1.07 -1.05 -1.10  0.36  0.13  0.47 -0.64 -0.87 -0.29
 2002  5 -0.04 -0.08 -0.02 -0.13 -0.13 -0.13  0.05  0.03  0.05 -0.01  0.10 -0.04 -0.23 -0.20 -0.26  0.12 -0.01  0.14 -0.98 -0.94 -1.02  0.26  0.96 -0.07  0.54  0.24 -0.99
 2002  6 -0.06 -0.30  0.04 -0.34 -0.37 -0.33  0.23 -0.16  0.31 -0.35 -0.33 -0.36 -0.39 -0.41 -0.38  0.59  0.06  0.68 -0.40 -0.47 -0.32  1.20  1.71  0.96 -0.45 -0.42 -1.70
 2002  7 -0.06 -0.47  0.11 -0.65 -0.55 -0.71  0.54 -0.29  0.71 -1.11 -0.97 -1.16 -0.43 -0.44 -0.43  1.44  0.21  1.65 -0.13 -0.27  0.04  2.59  1.54  3.09 -0.52 -0.43 -2.29
 2002  8 -0.12 -0.33 -0.03 -0.65 -0.47 -0.77  0.42 -0.00  0.51 -1.27 -1.19 -1.29 -0.39 -0.29 -0.47  1.37  0.94  1.45 -0.42 -0.35 -0.51  4.84  4.15  5.17 -0.06  0.01 -1.13
 2002  9 -0.24  0.05 -0.36 -0.90 -0.61 -1.08  0.41  1.57  0.17 -1.80 -1.68 -1.83 -0.50 -0.36 -0.62  1.65  4.10  1.21 -0.25 -0.06 -0.46 10.01 12.20  8.97 -0.83 -0.73 -1.79
 2002 10 -0.27  0.14 -0.43 -0.64 -0.31 -0.85  0.10  1.16 -0.13 -1.57 -1.47 -1.59 -0.23 -0.04 -0.41  1.06  3.26  0.67 -1.01 -0.79 -1.27  8.74 11.07  7.64 -0.02 -0.44 -2.62
 2002 11 -0.25  0.16 -0.41 -0.26 -0.39 -0.18 -0.23  1.41 -0.57 -0.76 -0.65 -0.79 -0.05 -0.34  0.21  0.09  3.01 -0.42 -1.55 -1.40 -1.73  5.44  9.15  3.69  0.39  0.18 -1.64
 2002 12 -0.09  0.48 -0.31  0.20  0.72 -0.14 -0.37 -0.06 -0.43 -0.72 -0.60 -0.76  0.67  1.05  0.33 -0.17  0.40 -0.27 -0.52  0.80 -2.03  0.34  0.97  0.03  0.50  0.94  0.38
 2003  1 -0.07  0.23 -0.19  0.33  0.71  0.09 -0.47 -0.83 -0.39 -0.85 -0.82 -0.86  0.94  1.08  0.81 -0.26 -0.74 -0.17  3.79  3.59  4.01 -1.07 -1.26 -0.98 -1.45 -0.61 -0.46
 2003  2 -0.07  0.21 -0.17  0.08  0.49 -0.18 -0.21 -0.44 -0.17 -0.53 -0.42 -0.57  0.41  0.75  0.11 -0.05 -0.50  0.03  0.88  0.85  0.91 -0.37 -1.08 -0.04  0.57  0.63  0.03
 2003  3 -0.07 -0.02 -0.09 -0.03  0.01 -0.06 -0.11 -0.09 -0.11 -0.28 -0.21 -0.29  0.10  0.07  0.13 -0.02 -0.00 -0.03 -0.15 -0.17 -0.12 -0.19 -0.11 -0.23  0.49  0.90  0.38
 2003  4 -0.08 -0.05 -0.10 -0.05  0.06 -0.13 -0.11 -0.29 -0.07 -0.55 -0.48 -0.57  0.20  0.19  0.20  0.12 -0.12  0.17  1.10  1.17  1.01 -0.23 -0.41 -0.15  0.22  0.58  0.23
 2003  5 -0.11 -0.04 -0.13 -0.04  0.10 -0.14 -0.17 -0.34 -0.13 -0.13 -0.07 -0.14  0.00  0.14 -0.12 -0.20 -0.55 -0.13  1.08  0.84  1.36 -0.43 -1.14 -0.10 -0.23 -0.06 -0.53
 2003  6 -0.10  0.03 -0.15  0.06  0.18 -0.02 -0.25 -0.32 -0.24  0.04  0.06  0.04  0.07  0.21 -0.06 -0.41 -0.59 -0.38  0.30  0.32  0.28 -1.22 -1.31 -1.17  0.36  0.32  0.12
 2003  7 -0.20 -0.15 -0.22 -0.05 -0.03 -0.06 -0.36 -0.44 -0.34 -0.23 -0.21 -0.23  0.06  0.02  0.09 -0.44 -0.62 -0.41 -0.07 -0.24  0.13 -0.62 -1.05 -0.42 -0.19 -0.20 -0.25
 2003  8 -0.25 -0.09 -0.31 -0.04 -0.06 -0.03 -0.45 -0.16 -0.52 -0.10 -0.06 -0.11  0.02 -0.04  0.08 -0.67 -0.28 -0.74 -0.23 -0.25 -0.20 -1.33 -1.28 -1.35 -0.17  0.01  0.55
 2003  9 -0.35 -0.35 -0.35 -0.32 -0.27 -0.35 -0.37 -0.51 -0.34 -0.33 -0.28 -0.35 -0.30 -0.28 -0.32 -0.41 -0.68 -0.37 -0.16 -0.25 -0.06 -1.59 -1.31 -1.72  0.09  0.12 -0.43
 2003 10 -0.41 -0.41 -0.41 -0.70 -0.48 -0.84 -0.12 -0.26 -0.10 -1.07 -1.01 -1.08 -0.49 -0.34 -0.62  0.35  0.29  0.37  0.57  0.41  0.76  2.25  1.06  2.81 -1.30 -1.05  0.19
 2003 11 -0.35 -0.02 -0.48 -0.59 -0.19 -0.85 -0.11  0.35 -0.21 -0.99 -0.91 -1.01 -0.38 -0.00 -0.72  0.35  1.31  0.18 -1.13 -0.88 -1.40  3.23  3.92  2.90  0.12 -0.21 -0.77
 2003 12 -0.32 -0.06 -0.43 -0.25  0.11 -0.47 -0.40 -0.43 -0.39 -0.66 -0.60 -0.67 -0.04  0.28 -0.32 -0.26 -0.27 -0.26  2.19  2.05  2.34  0.00 -0.09  0.04  0.64  1.03 -0.91
 2004  1 -0.49 -0.27 -0.58 -0.25 -0.01 -0.41 -0.73 -0.85 -0.71 -1.38 -1.33 -1.39  0.37  0.34  0.40 -0.43 -0.47 -0.42  7.16  5.41  9.18 -0.35 -0.58 -0.24 -2.14 -1.88 -0.39
 2004  2 -0.49 -0.82 -0.36 -0.89 -1.00 -0.82 -0.09 -0.41 -0.02 -0.50 -0.42 -0.52 -1.04 -1.14 -0.95  0.07 -0.43  0.15  1.67  0.85  2.62 -0.57 -0.83 -0.44 -1.86 -1.98 -1.02
 2004  3 -0.33 -0.62 -0.21 -0.65 -0.81 -0.55 -0.00 -0.19  0.04 -0.14 -0.30 -0.09 -0.90 -0.93 -0.87  0.05 -0.14  0.08 -2.15 -1.55 -2.84  0.04  0.05  0.03 -1.01 -1.09 -0.70
 2004  4 -0.17 -0.13 -0.18 -0.30 -0.22 -0.36 -0.03  0.09 -0.05  0.06  0.07  0.06 -0.52 -0.31 -0.71 -0.05  0.13 -0.09 -3.00 -1.84 -4.34  1.05  1.19  0.98  0.12 -0.02 -0.31
 2004  5 -0.20 -0.06 -0.25 -0.17 -0.14 -0.18 -0.23  0.11 -0.30 -0.09 -0.14 -0.08 -0.23 -0.15 -0.30 -0.27  0.31 -0.37  0.31  0.14  0.50  1.61  1.81  1.52 -0.40 -0.65 -0.64
 2004  6 -0.11  0.05 -0.17  0.15  0.21  0.12 -0.37 -0.31 -0.38  0.23  0.36  0.19  0.05  0.15 -0.05 -0.62 -0.78 -0.59  0.07  0.09  0.05  0.77  0.04  1.11  0.32  0.05 -2.25
 2004  7 -0.09  0.14 -0.18  0.09  0.20  0.03 -0.28  0.01 -0.34  0.11  0.18  0.09  0.04  0.19 -0.10 -0.43 -0.08 -0.50  0.06  0.08  0.04  1.08  0.88  1.18  0.25  0.11 -0.34
 2004  8 -0.18 -0.12 -0.21 -0.31 -0.14 -0.42 -0.05 -0.07 -0.05 -0.47 -0.48 -0.47 -0.24 -0.06 -0.41  0.19  0.27  0.17 -0.31 -0.20 -0.43  1.04  2.00  0.58  0.72  0.33 -0.73
 2004  9 -0.18 -0.28 -0.15 -0.36 -0.33 -0.37 -0.01 -0.17  0.02 -0.37 -0.36 -0.37 -0.41 -0.34 -0.47  0.24  0.05  0.27 -0.27 -0.14 -0.43  2.01  1.86  2.09 -0.40 -0.32 -0.72
 2004 10 -0.30  0.03 -0.42 -0.44 -0.14 -0.63 -0.15  0.41 -0.27 -0.79 -0.74 -0.81 -0.33 -0.01 -0.61  0.26  1.36  0.06  0.15  0.44 -0.18  4.36  4.69  4.21 -0.04  0.10 -1.44
 2004 11 -0.28  0.00 -0.39 -0.13  0.05 -0.24 -0.43 -0.12 -0.50 -0.35 -0.31 -0.37 -0.03  0.15 -0.20 -0.45  0.04 -0.53  1.19  1.12  1.27  0.00  0.64 -0.30 -0.53 -0.47 -0.28
 2004 12 -0.24 -0.32 -0.21 -0.39 -0.54 -0.28 -0.10  0.18 -0.16  0.06  0.12  0.04 -0.66 -0.72 -0.61 -0.14  0.22 -0.21 -3.07 -3.01 -3.13  0.01  0.42 -0.19 -0.39 -1.09  0.35
 2005  1 -0.18 -0.33 -0.12 -0.22 -0.41 -0.10 -0.14 -0.16 -0.13  0.21  0.22  0.21 -0.50 -0.61 -0.39 -0.27 -0.34 -0.26 -5.68 -4.75 -6.74 -0.33 -0.37 -0.32 -1.36 -2.69 -0.22
 2005  2 -0.08 -0.02 -0.09 -0.12 -0.05 -0.16 -0.03  0.03 -0.05 -0.09 -0.09 -0.08 -0.15 -0.04 -0.24  0.01  0.14 -0.01 -5.19 -3.68 -6.92 -0.02 -0.15  0.05 -0.20  0.03  0.79
 2005  3 -0.19  0.37 -0.41  0.16  0.79 -0.25 -0.53 -0.57 -0.52 -0.89 -0.88 -0.89  0.70  1.23  0.23 -0.34 -0.36 -0.34  2.17  2.66  1.60 -0.57 -0.70 -0.50  1.29  1.60  0.04
 2005  4 -0.35 -0.16 -0.43 -0.14  0.05 -0.27 -0.56 -0.63 -0.55 -0.82 -0.78 -0.84  0.24  0.27  0.22 -0.45 -0.51 -0.44  2.08  1.84  2.36 -0.20 -0.27 -0.16  0.01  0.07 -1.17
 2005  5 -0.37 -0.26 -0.42 -0.42 -0.26 -0.52 -0.33 -0.28 -0.34 -0.85 -0.71 -0.90 -0.17 -0.16 -0.18 -0.07  0.13 -0.10 -0.36 -0.59 -0.10 -0.20  0.45 -0.51  0.12 -0.07 -0.29
 2005  6 -0.42 -0.52 -0.38 -0.77 -0.55 -0.91 -0.06 -0.44  0.01 -1.27 -1.27 -1.28 -0.47 -0.36 -0.58  0.54  0.16  0.61 -0.29 -0.19 -0.41  0.32  0.30  0.32 -0.42 -0.47 -0.19
 2005  7 -0.46 -0.61 -0.40 -0.81 -0.58 -0.96 -0.11 -0.70  0.02 -1.23 -1.20 -1.24 -0.57 -0.42 -0.71  0.48 -0.29  0.61 -0.41 -0.23 -0.60  0.08  0.05  0.10 -0.73 -0.55 -0.42
 2005  8 -0.47 -0.62 -0.41 -0.77 -0.61 -0.88 -0.17 -0.65 -0.06 -1.29 -1.27 -1.29 -0.48 -0.43 -0.53  0.41 -0.19  0.52 -0.46 -0.48 -0.44 -0.57 -0.24 -0.73 -0.53 -0.59 -0.25
 2005  9 -0.48 -0.57 -0.45 -0.83 -0.78 -0.86 -0.13 -0.11 -0.14 -1.26 -1.29 -1.26 -0.58 -0.63 -0.53  0.44  0.75  0.39 -0.62 -0.76 -0.47  1.04  1.76  0.70 -0.58 -0.67 -0.05
 2005 10 -0.49 -0.50 -0.48 -0.73 -0.71 -0.74 -0.24 -0.04 -0.28 -1.04 -1.01 -1.05 -0.56 -0.64 -0.49  0.18  0.72  0.08 -0.12 -0.16 -0.06  1.60  2.52  1.17 -0.88 -0.45 -0.60
 2005 11 -0.54 -0.42 -0.59 -0.72 -0.62 -0.78 -0.35  0.05 -0.44 -1.32 -1.27 -1.33 -0.41 -0.46 -0.35  0.15  1.08 -0.01  0.56  0.12  1.07  2.78  3.66  2.36 -0.59 -0.20 -1.01
 2005 12 -0.44 -0.51 -0.41 -0.42 -0.40 -0.43 -0.45 -0.77 -0.39 -1.07 -0.99 -1.10 -0.08 -0.24  0.06 -0.12 -0.61 -0.03  0.16  0.31 -0.00 -0.41 -0.81 -0.23 -0.04  0.16 -0.94
 2006  1 -0.62 -0.21 -0.78 -0.30  0.18 -0.61 -0.94 -1.10 -0.90 -1.25 -1.36 -1.22  0.23  0.61 -0.12 -0.80 -0.98 -0.77  6.19  5.57  6.90 -0.34 -0.34 -0.33 -0.68  0.19 -1.95
 2006  2 -0.63 -0.87 -0.54 -0.94 -1.07 -0.85 -0.32 -0.42 -0.30 -0.85 -0.90 -0.84 -0.96 -1.09 -0.84 -0.06 -0.10 -0.06  3.55  2.34  4.93 -0.39 -0.25 -0.45 -3.07 -3.15  0.10
